Price,Close,High,Low,Open,Volume
Ticker,^GDAXI,^GDAXI,^GDAXI,^GDAXI,^GDAXI
Date,,,,,
2020-01-02,13385.9296875,13425.0302734375,13225.16015625,13233.7099609375,75341400
2020-01-03,13219.1396484375,13282.740234375,13120.7197265625,13266.3896484375,80793400
2020-01-06,13126.990234375,13143.1103515625,12948.169921875,13085.490234375,71778600
2020-01-07,13226.830078125,13283.8798828125,13166.400390625,13199.58984375,78282300
2020-01-08,13320.1796875,13334.0400390625,13106.26953125,13140.490234375,88178800
2020-01-09,13495.0595703125,13523.33984375,13456.7802734375,13474.759765625,86965600
2020-01-10,13483.3095703125,13548.2001953125,13483.3095703125,13533.4599609375,77941000
2020-01-13,13451.51953125,13529.2099609375,13404.7197265625,13521.8603515625,67208300
2020-01-14,13456.490234375,13487.900390625,13362.2001953125,13439.2001953125,74555400
2020-01-15,13432.2998046875,13458.91015625,13388.48046875,13444.9501953125,72046400
2020-01-16,13429.4296875,13492.740234375,13382.98046875,13463.4599609375,39611800
2020-01-17,13526.1298828125,13557.7802734375,13497.2998046875,13513.48046875,86342800
2020-01-20,13548.9404296875,13550.830078125,13487.2099609375,13503.830078125,52882400
2020-01-21,13555.8701171875,13560.6796875,13443.25,13456.900390625,64630900
2020-01-22,13515.75,13640.0595703125,13498.0302734375,13601.650390625,73130700
2020-01-23,13388.419921875,13486.1396484375,13382.23046875,13455.900390625,90749900
2020-01-24,13576.6796875,13604.849609375,13510.7900390625,13512.83984375,87986400
2020-01-27,13204.76953125,13399.419921875,13195.2802734375,13374.990234375,101409200
2020-01-28,13323.6904296875,13327.1201171875,13163.3603515625,13274.009765625,91825300
2020-01-29,13345.0,13371.2998046875,13296.0302734375,13316.419921875,67876800
2020-01-30,13157.1201171875,13262.1796875,13118.9697265625,13186.490234375,100706100
2020-01-31,12981.9697265625,13208.4697265625,12973.7001953125,13196.7998046875,106903800
2020-02-03,13045.1904296875,13077.5703125,12987.5302734375,13033.169921875,81389100
2020-02-04,13281.740234375,13282.6298828125,13131.0703125,13135.6103515625,80887400
2020-02-05,13478.330078125,13488.580078125,13223.1396484375,13224.26953125,108453900
2020-02-06,13574.8203125,13606.9697265625,13533.66015625,13570.330078125,114567900
2020-02-07,13513.8095703125,13551.0302734375,13463.98046875,13530.76953125,87036900
2020-02-10,13494.0302734375,13501.740234375,13445.41015625,13476.0,60456500
2020-02-11,13627.83984375,13668.4296875,13557.9599609375,13604.740234375,104753500
2020-02-12,13749.7802734375,13758.7001953125,13658.150390625,13671.150390625,86733300
2020-02-13,13745.4296875,13745.4296875,13576.9599609375,13695.9296875,92087000
2020-02-14,13744.2099609375,13788.509765625,13728.1201171875,13756.4697265625,66314900
2020-02-17,13783.8896484375,13795.240234375,13754.0400390625,13770.669921875,57400100
2020-02-18,13681.1904296875,13731.3896484375,13660.4501953125,13668.9404296875,82088700
2020-02-19,13789.0,13789.0,13710.7802734375,13751.0498046875,90192900
2020-02-20,13664.0,13788.41015625,13664.0,13774.4404296875,86435200
2020-02-21,13579.330078125,13689.23046875,13500.5,13609.9404296875,108765400
2020-02-24,13035.240234375,13236.580078125,12982.1396484375,13231.3798828125,165148900
2020-02-25,12790.490234375,13132.0400390625,12778.66015625,13132.0400390625,129552500
2020-02-26,12774.8798828125,12849.169921875,12368.0498046875,12682.16015625,163618900
2020-02-27,12367.4599609375,12593.6201171875,12211.6298828125,12526.599609375,191240900
2020-02-28,11890.349609375,12008.58984375,11724.1201171875,11891.8701171875,274623700
2020-03-02,11857.8701171875,12121.599609375,11624.6298828125,12030.26953125,207214100
2020-03-03,11985.3896484375,12272.990234375,11906.8203125,12013.0595703125,195936600
2020-03-04,12127.6904296875,12199.8203125,11929.240234375,11992.58984375,147845700
2020-03-05,11944.7197265625,12207.76953125,11844.8798828125,12191.41015625,148086000
2020-03-06,11541.8701171875,11769.849609375,11447.2001953125,11694.5595703125,195038500
2020-03-09,10625.01953125,10995.2197265625,10556.6396484375,10690.080078125,305324300
2020-03-10,10475.490234375,11032.2900390625,10423.900390625,10724.98046875,267400800
2020-03-11,10438.6796875,10761.4296875,10390.509765625,10601.849609375,216708900
2020-03-12,9161.1298828125,9932.5595703125,9139.1201171875,9863.990234375,390477000
2020-03-13,9232.080078125,9985.740234375,9064.6796875,9480.7802734375,325900900
2020-03-16,8742.25,8967.1103515625,8255.650390625,8728.48046875,302202400
2020-03-17,8939.099609375,9145.9296875,8423.5595703125,9141.169921875,220092600
2020-03-18,8441.7099609375,8670.41015625,8400.1796875,8613.349609375,207558900
2020-03-19,8610.4296875,8668.48046875,8257.5302734375,8495.9404296875,205539300
2020-03-20,8928.9501953125,9201.0703125,8838.2998046875,9080.490234375,286466000
2020-03-23,8741.150390625,9071.1396484375,8480.2802734375,8536.330078125,197208600
2020-03-24,9700.5703125,9700.5703125,9102.169921875,9242.0595703125,203840700
2020-03-25,9874.259765625,10137.6201171875,9460.91015625,9987.3701171875,204692500
2020-03-26,10000.9599609375,10000.9599609375,9526.169921875,9621.240234375,160450300
2020-03-27,9632.51953125,9886.1796875,9541.830078125,9793.5,156138300
2020-03-30,9815.9697265625,9817.509765625,9453.7900390625,9725.8798828125,131120200
2020-03-31,9935.83984375,10096.419921875,9703.8798828125,9970.7900390625,151505700
2020-04-01,9544.75,9686.4599609375,9498.0498046875,9610.669921875,132862200
2020-04-02,9570.8203125,9650.26953125,9337.01953125,9587.4501953125,144225800
2020-04-03,9525.76953125,9626.7197265625,9470.2001953125,9535.26953125,116245300
2020-04-06,10075.169921875,10097.3095703125,9841.490234375,9889.0302734375,126692200
2020-04-07,10356.7001953125,10590.41015625,10225.01953125,10464.1103515625,149513100
2020-04-08,10332.8896484375,10340.7900390625,10198.2197265625,10301.5595703125,102430700
2020-04-09,10564.740234375,10649.7900390625,10311.7001953125,10490.650390625,134477100
2020-04-14,10696.5595703125,10820.169921875,10658.9599609375,10733.9697265625,106043700
2020-04-15,10279.759765625,10678.1904296875,10243.1103515625,10678.1904296875,133088500
2020-04-16,10301.5400390625,10438.3701171875,10236.240234375,10420.259765625,106131500
2020-04-17,10625.7802734375,10756.7802734375,10542.7099609375,10607.349609375,143341400
2020-04-20,10675.900390625,10707.3095703125,10444.5498046875,10704.349609375,103611100
2020-04-21,10249.849609375,10524.73046875,10249.849609375,10519.4404296875,121194400
2020-04-22,10415.0302734375,10425.01953125,10321.2001953125,10370.25,92389500
2020-04-23,10513.7900390625,10608.3896484375,10325.1103515625,10437.3798828125,97907700
2020-04-24,10336.08984375,10486.4697265625,10299.3095703125,10299.3095703125,120035000
2020-04-27,10659.990234375,10660.3603515625,10523.099609375,10551.0703125,122476600
2020-04-28,10795.6298828125,10897.8203125,10651.580078125,10658.4697265625,146549900
2020-04-29,11107.740234375,11125.349609375,10789.51953125,10812.740234375,145350700
2020-04-30,10861.6396484375,11235.5703125,10839.2998046875,11195.2099609375,162733400
2020-05-04,10466.7998046875,10578.4296875,10426.0595703125,10543.3603515625,140425100
